Timestamp,x,y,z,yaw
1.73736e+09,1.12237,-0.664364,0,1.16582
1.73736e+09,1.12237,-0.664364,0,1.16582
1.73736e+09,1.12496,-0.665259,0,1.20429
1.73736e+09,1.12601,-0.666105,0,1.22137
1.73736e+09,1.12492,-0.66544,0,1.20429
1.73736e+09,1.12492,-0.665384,0,1.20429
1.73736e+09,1.12493,-0.665344,0,1.20429
1.73736e+09,1.12452,-0.665519,0,1.20306
1.73736e+09,1.12459,-0.665492,0,1.20326
1.73736e+09,1.12387,-0.665014,0,1.18715
1.73736e+09,1.12494,-0.665326,0,1.20448
1.73736e+09,1.12494,-0.665326,0,1.20448
1.73736e+09,1.12343,-0.664815,0,1.18716
1.73736e+09,1.12397,-0.664977,0,1.18635
1.73736e+09,1.12476,-0.665298,0,1.2032
1.73736e+09,1.12485,-0.66533,0,1.20385
1.73736e+09,1.12491,-0.665359,0,1.20428
1.73736e+09,1.12396,-0.664803,0,1.18776
1.73736e+09,1.12393,-0.664823,0,1.18758
1.73736e+09,1.12387,-0.664812,0,1.18714
1.73736e+09,1.1249,-0.66539,0,1.20386
1.73736e+09,1.1249,-0.66539,0,1.20386
1.73736e+09,1.12485,-0.665028,0,1.20612
1.73736e+09,1.12497,-0.665382,0,1.20464
1.73736e+09,1.12461,-0.665568,0,1.20304
1.73736e+09,1.12478,-0.665451,0,1.20372
1.73736e+09,1.12495,-0.665303,0,1.20441
1.73736e+09,1.12375,-0.66497,0,1.18684
1.73736e+09,1.12376,-0.664962,0,1.18684
1.73736e+09,1.12387,-0.664865,0,1.18741
1.73736e+09,1.12455,-0.665312,0,1.1992
1.73736e+09,1.12455,-0.665312,0,1.1992
1.73736e+09,1.125,-0.665377,0,1.20557
1.73736e+09,1.12369,-0.66492,0,1.18614
1.73736e+09,1.12361,-0.664853,0,1.18627
1.73736e+09,1.12373,-0.664888,0,1.18667
1.73736e+09,1.12721,-0.666187,0,1.23909
1.73736e+09,1.1273,-0.666494,0,1.23994
1.73736e+09,1.12729,-0.666459,0,1.23986
1.73736e+09,1.12506,-0.66515,0,1.20489
1.73736e+09,1.12608,-0.665844,0,1.22175
1.73736e+09,1.12608,-0.665844,0,1.22175
1.73736e+09,1.12598,-0.665737,0,1.22279
1.73736e+09,1.12491,-0.665344,0,1.20364
1.73736e+09,1.12481,-0.665339,0,1.20325
1.73736e+09,1.12486,-0.665345,0,1.20378
1.73736e+09,1.12489,-0.665371,0,1.2052
1.73736e+09,1.12508,-0.664889,0,1.20429
1.73736e+09,1.12504,-0.664997,0,1.20429
1.73736e+09,1.12483,-0.665501,0,1.20404
1.73736e+09,1.12489,-0.665338,0,1.20429
1.73736e+09,1.12489,-0.665338,0,1.20429
1.73736e+09,1.12461,-0.665689,0,1.2037
1.73736e+09,1.12448,-0.665098,0,1.19805
1.73736e+09,1.12381,-0.66495,0,1.18633
1.73736e+09,1.12452,-0.665224,0,1.19797
1.73736e+09,1.12492,-0.665326,0,1.20444
1.73736e+09,1.12377,-0.665235,0,1.18574
1.73736e+09,1.12378,-0.665188,0,1.1859
1.73736e+09,1.12429,-0.665121,0,1.19458
1.73736e+09,1.12496,-0.665384,0,1.20451
1.73736e+09,1.12496,-0.665384,0,1.20451
1.73736e+09,1.12491,-0.665136,0,1.20429
1.73736e+09,1.1248,-0.665484,0,1.20354
1.73736e+09,1.12402,-0.66454,0,1.18768
1.73736e+09,1.12388,-0.664741,0,1.18721
1.73736e+09,1.12473,-0.6653,0,1.20214
1.73736e+09,1.125,-0.665264,0,1.20495
1.73736e+09,1.12498,-0.66528,0,1.20483
1.73736e+09,1.12609,-0.665572,0,1.22191
1.73736e+09,1.12382,-0.66489,0,1.18684
1.73736e+09,1.12382,-0.66489,0,1.18684
1.73736e+09,1.12486,-0.665531,0,1.20338
1.73736e+09,1.12494,-0.66521,0,1.20528
1.73736e+09,1.12484,-0.665368,0,1.20352
1.73736e+09,1.12489,-0.665358,0,1.20398
1.73736e+09,1.12607,-0.665768,0,1.22171
1.73736e+09,1.12477,-0.61561,0,1.20429
1.73736e+09,1.12479,-0.615577,0,1.20429
1.73736e+09,1.12364,-0.664862,0,1.18684
1.73736e+09,1.12497,-0.665388,0,1.20403
1.73736e+09,1.12497,-0.665388,0,1.20403
1.73736e+09,1.12483,-0.665608,0,1.20524
1.73736e+09,1.12507,-0.665261,0,1.20429
1.73736e+09,1.12489,-0.615478,0,1.20378
1.73736e+09,1.1249,-0.615408,0,1.20406
1.73736e+09,1.12379,-0.664891,0,1.18697
1.73736e+09,1.12466,-0.665808,0,1.2032
1.73736e+09,1.12448,-0.665664,0,1.20014
1.73736e+09,1.1243,-0.665116,0,1.19466
1.73736e+09,1.12409,-0.664897,0,1.19106
1.73736e+09,1.12409,-0.664897,0,1.19106
1.73736e+09,1.12384,-0.665237,0,1.18684
1.73736e+09,1.12377,-0.664884,0,1.18736
1.73736e+09,1.12382,-0.664905,0,1.18684
1.73736e+09,1.1238,-0.664904,0,1.18684
1.73736e+09,1.12262,-0.614451,0,1.16933
1.73736e+09,1.12402,-0.664627,0,1.18803
1.73736e+09,1.12399,-0.664668,0,1.18785
1.73736e+09,1.12588,-0.665677,0,1.22156
1.73736e+09,1.12496,-0.665366,0,1.2046
1.73736e+09,1.12496,-0.665366,0,1.2046
1.73736e+09,1.12503,-0.665596,0,1.20396
1.73736e+09,1.12504,-0.665283,0,1.20493
1.73736e+09,-0.352698,-0.278424,0,-0.068045
1.73736e+09,-0.352527,-0.27845,0,-0.0675561
1.73736e+09,-0.00254631,-0.330908,0,-0.0323733
1.73736e+09,-0.00173542,-0.330813,0,-0.0320461
1.73736e+09,-0.00188647,-0.33083,0,-0.0321066
1.73736e+09,-0.00253161,-0.330856,0,-0.0317986
1.73736e+09,-0.00254485,-0.33093,0,-0.0322337
1.73736e+09,-0.00254485,-0.33093,0,-0.0322337
1.73736e+09,-0.00246573,-0.330972,0,-0.0323733
1.73736e+09,-0.00263886,-0.330962,0,-0.0326649
1.73736e+09,-0.00246998,-0.33088,0,-0.0323733
1.73736e+09,-0.00251315,-0.330893,0,-0.0323733
1.73736e+09,-0.00260371,-0.330871,0,-0.0326146
1.73736e+09,-0.0022293,-0.330868,0,-0.0323733
1.73736e+09,-0.0022722,-0.330873,0,-0.0323733
1.73736e+09,-0.0025937,-0.330902,0,-0.0323733
1.73736e+09,-0.00252892,-0.33096,0,-0.0322376
1.73736e+09,-0.00252892,-0.33096,0,-0.0322376
1.73736e+09,-0.00259883,-0.33076,0,-0.0328851
1.73736e+09,-0.00248956,-0.330935,0,-0.0321413
1.73736e+09,-0.00289649,-0.331057,0,-0.0323733
1.73736e+09,-0.00270153,-0.330971,0,-0.0323733
1.73736e+09,-0.00252893,-0.330915,0,-0.0322998
1.73736e+09,-0.00259674,-0.330798,0,-0.0336072
1.73736e+09,-0.00259003,-0.330814,0,-0.0334195
1.73736e+09,-0.00248476,-0.330943,0,-0.0318856
1.73736e+09,-0.00258149,-0.330861,0,-0.0327001
1.73736e+09,-0.00258149,-0.330861,0,-0.0327001
1.73736e+09,-0.00210209,-0.331069,0,-0.031384
1.73736e+09,-0.00266658,-0.330719,0,-0.0323733
1.73736e+09,-0.00295272,-0.330963,0,-0.033358
1.73736e+09,-0.00273952,-0.330932,0,-0.0328335
1.73736e+09,-0.00253607,-0.330919,0,-0.032257
1.73736e+09,-0.0026776,-0.330725,0,-0.0326961
1.73736e+09,-0.00264826,-0.330767,0,-0.0326205
1.73736e+09,-0.00258882,-0.331016,0,-0.0323733
1.73736e+09,-0.00247526,-0.330923,0,-0.0319602
1.73736e+09,-0.00247526,-0.330923,0,-0.0319602
1.73736e+09,-0.00270223,-0.331022,0,-0.0326832
1.73736e+09,-0.00226177,-0.330862,0,-0.0323733
1.73736e+09,-0.00294954,-0.330905,0,-0.0335379
1.73736e+09,-0.00266248,-0.330905,0,-0.032696
1.73736e+09,-0.00257165,-0.33087,0,-0.0324528
1.73736e+09,-0.00254862,-0.330906,0,-0.0323733
1.73736e+09,-0.00254862,-0.330906,0,-0.0323733
1.73736e+09,-0.00256445,-0.330803,0,-0.0323733
1.73736e+09,-0.00249357,-0.331028,0,-0.0319161
1.73736e+09,-0.00249357,-0.331028,0,-0.0319161
1.73736e+09,-0.00259827,-0.330886,0,-0.0324875
1.73736e+09,-0.00240542,-0.331005,0,-0.0313936
1.73736e+09,-0.00253547,-0.330808,0,-0.0323733
1.73736e+09,-0.00254207,-0.330846,0,-0.0323733
1.73736e+09,-0.00255341,-0.330893,0,-0.0323733
1.73736e+09,-0.00255829,-0.330882,0,-0.0324331
1.73736e+09,-0.00255829,-0.330882,0,-0.0324331
1.73736e+09,-0.00243957,-0.331161,0,-0.0323733
1.73736e+09,-0.00269387,-0.330873,0,-0.0323733
1.73736e+09,-0.00269387,-0.330873,0,-0.0323733
1.73736e+09,-0.00253592,-0.3309,0,-0.0322888
1.73736e+09,-0.00265742,-0.330871,0,-0.0329019
1.73736e+09,-0.002152,-0.330925,0,-0.0323733
1.73736e+09,-0.00224991,-0.33092,0,-0.0323733
1.73736e+09,-0.0026371,-0.330843,0,-0.0323733
1.73736e+09,-0.00250755,-0.331061,0,-0.0329555
1.73736e+09,-0.00251181,-0.331046,0,-0.0329001
1.73736e+09,-0.00282169,-0.330982,0,-0.0323733
1.73736e+09,-0.00243426,-0.330827,0,-0.0325639
1.73736e+09,-0.00243426,-0.330827,0,-0.0325639
1.73736e+09,-0.00256023,-0.330919,0,-0.0323733
1.73736e+09,-0.00255114,-0.330911,0,-0.0323733
1.73736e+09,-0.00280525,-0.330753,0,-0.033216
1.73736e+09,-0.00273406,-0.330796,0,-0.0329787
1.73736e+09,-0.00247469,-0.33093,0,-0.0319944
1.73736e+09,-0.00262813,-0.33056,0,-0.0334382
1.73736e+09,-0.00262165,-0.330589,0,-0.0333469
1.73736e+09,-0.00215401,-0.331003,0,-0.0311649
1.73736e+09,-0.00228409,-0.330965,0,-0.0319656
1.73736e+09,-0.00228409,-0.330965,0,-0.0319656
1.73736e+09,-0.00265408,-0.330873,0,-0.0326856
1.73736e+09,-0.00230475,-0.331072,0,-0.0312814
1.73736e+09,-0.00284587,-0.331185,0,-0.0326901
1.73736e+09,-0.0027576,-0.3311,0,-0.0325948
1.73736e+09,-0.00253604,-0.330823,0,-0.0327449
1.73736e+09,-0.00233871,-0.331094,0,-0.0312281
1.73736e+09,-0.00233871,-0.331094,0,-0.0312281
1.73736e+09,-0.00243514,-0.330677,0,-0.0323733
1.73736e+09,-0.0027148,-0.331039,0,-0.0320179
1.73736e+09,-0.0027148,-0.331039,0,-0.0320179
1.73736e+09,-0.00257362,-0.330906,0,-0.0321967
1.73736e+09,-0.00293061,-0.331056,0,-0.0329653
1.73736e+09,-0.00249446,-0.330737,0,-0.0328254
1.73736e+09,-0.00250973,-0.330781,0,-0.0327062
1.73736e+09,-0.00254187,-0.330901,0,-0.0320388
1.73736e+09,-0.00243615,-0.330862,0,-0.0323733
1.73736e+09,-0.00243726,-0.330862,0,-0.0323733
1.73736e+09,-0.00259682,-0.33083,0,-0.0323733
1.73736e+09,-0.00259051,-0.330875,0,-0.0329796
1.73736e+09,-0.00259051,-0.330875,0,-0.0329796
1.73736e+09,-0.00258162,-0.330909,0,-0.0324624
1.73736e+09,-0.0025187,-0.331004,0,-0.0314297
1.73736e+09,-0.00227329,-0.330845,0,-0.0313355
1.73736e+09,-0.00236889,-0.330866,0,-0.0316908
1.73736e+09,-0.00276098,-0.33097,0,-0.0326635
1.73736e+09,-0.00254133,-0.330893,0,-0.032298
1.73736e+09,-0.00254133,-0.330893,0,-0.032298
1.73736e+09,-0.00237872,-0.330912,0,-0.0323733
1.73736e+09,-0.00255305,-0.330846,0,-0.0323733
1.73736e+09,-0.00255305,-0.330846,0,-0.0323733
1.73736e+09,-0.00253912,-0.330894,0,-0.0325529
1.73736e+09,-0.00251003,-0.330924,0,-0.0319128
1.73736e+09,-0.00232027,-0.330835,0,-0.0328123
1.73736e+09,-0.00240839,-0.330861,0,-0.0326456
1.73736e+09,-0.00253409,-0.330992,0,-0.0323733
1.73736e+09,-0.00274688,-0.330711,0,-0.0336128
1.73736e+09,-0.00274403,-0.330713,0,-0.0335946
1.73736e+09,-0.002415,-0.331002,0,-0.031273
1.73736e+09,-0.00275614,-0.330742,0,-0.0327674
1.73736e+09,-0.00275614,-0.330742,0,-0.0327674
1.73736e+09,-0.00254985,-0.330926,0,-0.032324
1.73736e+09,-0.00206675,-0.330992,0,-0.0329523
1.73736e+09,-0.0026559,-0.331107,0,-0.0323733
1.73736e+09,-0.00262695,-0.33105,0,-0.0323733
1.73736e+09,-0.00255036,-0.330875,0,-0.0323733
1.73736e+09,-0.00254221,-0.330888,0,-0.032455
1.73736e+09,-0.00254221,-0.330888,0,-0.032455
1.73736e+09,-0.00286834,-0.33103,0,-0.0326473
1.73736e+09,-0.00235789,-0.330795,0,-0.0321255
1.73736e+09,-0.00235789,-0.330795,0,-0.0321255
1.73736e+09,-0.00256811,-0.330958,0,-0.0323733
1.73736e+09,-0.00253887,-0.330985,0,-0.0323733
1.73736e+09,-0.00246576,-0.331003,0,-0.0319221
1.73736e+09,-0.00248939,-0.330976,0,-0.0320452
1.73736e+09,-0.00256114,-0.33092,0,-0.0326752
1.73736e+09,-0.00255893,-0.330909,0,-0.0323733
1.73736e+09,-0.00255893,-0.330909,0,-0.0323733
1.73736e+09,-0.00251964,-0.330883,0,-0.0319608
1.73736e+09,-0.00273747,-0.330849,0,-0.0330613
1.73736e+09,-0.00273747,-0.330849,0,-0.0330613
1.73736e+09,-0.00249901,-0.330889,0,-0.0321544
1.73736e+09,-0.00274861,-0.331063,0,-0.0323733
1.73736e+09,-0.0025592,-0.330967,0,-0.0329245
1.73736e+09,-0.00255731,-0.33095,0,-0.0327721
1.73736e+09,-0.00245632,-0.331005,0,-0.0319319
1.73736e+09,-0.0025568,-0.330903,0,-0.0322608
1.73736e+09,-0.0025568,-0.330903,0,-0.0322608
1.73736e+09,-0.0031044,-0.330971,0,-0.0327896
1.73736e+09,-0.00242469,-0.330872,0,-0.0330364
1.73736e+09,-0.00242469,-0.330872,0,-0.0330364
1.73736e+09,-0.00252348,-0.330964,0,-0.0321183
1.73736e+09,-0.0024011,-0.330669,0,-0.0320717
1.73736e+09,-0.00220131,-0.330962,0,-0.0318395
1.73736e+09,-0.00234249,-0.330939,0,-0.0320542
1.73736e+09,-0.00251769,-0.33094,0,-0.0319989
1.73736e+09,-0.00259492,-0.330899,0,-0.0324515
1.73736e+09,-0.00259492,-0.330899,0,-0.0324515
1.73736e+09,-0.00207064,-0.330953,0,-0.0321046
1.73736e+09,-0.00247522,-0.330967,0,-0.0316814
1.73736e+09,-0.00247522,-0.330967,0,-0.0316814
1.73736e+09,-0.00251936,-0.330837,0,-0.0325485
1.73736e+09,-0.00260191,-0.330919,0,-0.0312558
1.73736e+09,-0.00262055,-0.330939,0,-0.0329053
1.73736e+09,-0.00259288,-0.330925,0,-0.0326894
1.73736e+09,-0.00246781,-0.330982,0,-0.0323733
1.73736e+09,-0.00254962,-0.330912,0,-0.0323733
1.73736e+09,-0.00254962,-0.330912,0,-0.0323733
1.73736e+09,-0.00230753,-0.33085,0,-0.0323733
1.73736e+09,-0.00263436,-0.330844,0,-0.0323733
1.73736e+09,-0.00263436,-0.330844,0,-0.0323733
1.73736e+09,-0.00244622,-0.330906,0,-0.0323733
1.73736e+09,-0.00264576,-0.330962,0,-0.0318337
1.73736e+09,-0.00233437,-0.330897,0,-0.0323733
1.73736e+09,-0.00242735,-0.3309,0,-0.0323733
1.73736e+09,-0.00259568,-0.330881,0,-0.0326649
1.73736e+09,-0.00198665,-0.330983,0,-0.0310838
1.73736e+09,-0.00199009,-0.330982,0,-0.0310916
1.73736e+09,-0.00258963,-0.331037,0,-0.0327606
1.73736e+09,-0.00258737,-0.330812,0,-0.0328526
1.73736e+09,-0.00258737,-0.330812,0,-0.0328526
1.73736e+09,-0.00254414,-0.330911,0,-0.032361
1.73736e+09,-0.00249806,-0.330808,0,-0.0329333
1.73736e+09,-0.00255005,-0.33049,0,-0.0331932
1.73736e+09,-0.0025509,-0.330639,0,-0.0328995
1.73736e+09,-0.00261972,-0.330914,0,-0.0325255
1.73736e+09,-0.00241794,-0.330744,0,-0.0316841
1.73736e+09,-0.0024188,-0.330745,0,-0.0316884
1.73736e+09,-0.0022027,-0.331128,0,-0.0320965
1.73736e+09,-0.00244638,-0.330884,0,-0.0319218
1.73736e+09,-0.00244638,-0.330884,0,-0.0319218
1.73736e+09,-0.00255012,-0.33091,0,-0.0323467
1.73736e+09,-0.00259415,-0.330879,0,-0.033557
1.73736e+09,-0.00296166,-0.331009,0,-0.0323733
1.73736e+09,-0.00279336,-0.330966,0,-0.0323733
1.73736e+09,-0.00242363,-0.330928,0,-0.0317667
1.73736e+09,-0.00259185,-0.330893,0,-0.0324652
1.73736e+09,-0.00259185,-0.330893,0,-0.0324652
1.73736e+09,-0.00255039,-0.330897,0,-0.0327679
1.73736e+09,-0.00254754,-0.330863,0,-0.0323733
1.73736e+09,-0.00254754,-0.330863,0,-0.0323733
1.73736e+09,-0.00255718,-0.330912,0,-0.0323733
1.73736e+09,-0.00202605,-0.330557,0,-0.0323733
1.73736e+09,-0.00265304,-0.331052,0,-0.0335928
1.73736e+09,-0.00262053,-0.331004,0,-0.0331982
1.73736e+09,-0.002504,-0.330849,0,-0.031938
1.73736e+09,-0.00253721,-0.330851,0,-0.0309172
1.73736e+09,-0.00253752,-0.330852,0,-0.0309466
1.73736e+09,-0.00220409,-0.330661,0,-0.0323733
1.73736e+09,-0.00275503,-0.330935,0,-0.0323733
1.73736e+09,-0.00275503,-0.330935,0,-0.0323733
1.73736e+09,-0.00245287,-0.331189,0,-0.0317752
1.73736e+09,-0.00236246,-0.330897,0,-0.0313579
1.73736e+09,-0.00225291,-0.33078,0,-0.0323733
1.73736e+09,-0.00234135,-0.330817,0,-0.0323733
1.73736e+09,-0.00267457,-0.332154,0,-0.0150412
1.73736e+09,-0.00230664,-0.332044,0,-0.0141749
1.73736e+09,-0.00230664,-0.332044,0,-0.0141749
1.73736e+09,-0.000735418,-0.382983,0,0.00253332
1.73736e+09,0.00297821,-0.383911,0,0.0166445
1.73736e+09,0.00297821,-0.383911,0,0.0166445
1.73736e+09,-0.00215461,-0.333311,0,0.00495713
1.73736e+09,-0.00229422,-0.333655,0,0.00375001
1.73736e+09,-0.00270509,-0.333297,0,0.00284073
1.73736e+09,-0.00265704,-0.333318,0,0.00271373
1.73736e+09,-0.00185499,-0.333266,0,0.00462301
1.73736e+09,0.00109026,-0.336205,0,0.0534432
1.73736e+09,0.00105765,-0.336201,0,0.0533016
1.73736e+09,-0.000683543,-0.336234,0,0.0462216
1.73736e+09,0.0509534,-0.390422,0,0.120134
1.73736e+09,0.0509534,-0.390422,0,0.120134
1.73736e+09,0.0482841,-0.391938,0,0.126032
1.73736e+09,0.0532928,-0.394989,0,0.180152
1.73736e+09,0.0533684,-0.344207,0,0.158618
1.73736e+09,0.0518878,-0.343889,0,0.154012
1.73736e+09,0.0498601,-0.342425,0,0.145044
1.73736e+09,0.0486087,-0.344146,0,0.160819
1.73736e+09,0.0486087,-0.344146,0,0.160819
1.73736e+09,0.0489996,-0.344357,0,0.160307
1.73736e+09,0.0481266,-0.344502,0,0.160071
1.73736e+09,0.0481266,-0.344502,0,0.160071
1.73736e+09,0.0483757,-0.344286,0,0.159796
1.73736e+09,0.0481049,-0.343689,0,0.158769
1.73736e+09,0.0492726,-0.344397,0,0.147116
1.73736e+09,0.0487489,-0.343309,0,0.136664
1.73736e+09,0.0497104,-0.341532,0,0.119405
1.73736e+09,0.0481983,-0.341861,0,0.124468
1.73736e+09,0.0481983,-0.341861,0,0.124468
1.73736e+09,0.0473751,-0.342139,0,0.124993
1.73736e+09,0.0479806,-0.341941,0,0.124234
1.73736e+09,0.0479806,-0.341941,0,0.124234
1.73736e+09,0.103962,-0.343422,0,0.147011
1.73736e+09,0.0974578,-0.343249,0,0.1671
1.73736e+09,0.0976249,-0.344199,0,0.163953
1.73736e+09,0.0978288,-0.344228,0,0.162639
1.73736e+09,0.0982942,-0.344286,0,0.160068
1.73736e+09,0.0983847,-0.344287,0,0.160056
1.73736e+09,0.0983847,-0.344287,0,0.160056
1.73736e+09,0.0982638,-0.344374,0,0.161051
1.73736e+09,0.0984204,-0.345596,0,0.177919
1.73736e+09,0.0984204,-0.345596,0,0.177919
1.73736e+09,0.0982799,-0.344334,0,0.159728
1.73736e+09,0.0984715,-0.344261,0,0.159613
1.73736e+09,0.0984773,-0.343914,0,0.161006
1.73736e+09,0.0984147,-0.344049,0,0.160513
1.73736e+09,0.0982401,-0.344407,0,0.159858
